Summary,Rating,cluster
Super Mario Bros 3 third entry Super Mario Bros series Super Mario franchise sees Mario Luigi navigate nonlinear world map containing platforming levels optional minigames challenges The game features diverse movement options new items alongside complex level designs boss battles,4.0,3
Dishonored immersive firstperson action game casts supernatural assassin driven revenge With Dishonoreds flexible combat system creatively eliminate targets combine supernatural abilities weapons unusual gadgets disposal Pursue enemies cover darkness ruthlessly attack head weapons drawn The outcome mission plays based choices make,3.9,1
Metal Gear Solid 3 Snake Eater prequel entire Metal Gear series Most series defining gameplay elements carried Snake must use stealth wits rather brute force infiltrate enemy zones eliminate major adversaries Unlike previous games installment takes place large outdoor jungle Snake able use camouflage climb trees hide tall grass wear clothes make less noticeable,4.5,9
A thirdperson adventure game player controlling robed figure makes pilgrimage desert landscape rugged mountain beacon light distance uncovering history people rescuing cooperating friendly creatures avoiding predatory ones communicating travelers,3.9,2
Kingdom Hearts action roleplaying game developed published Squaresoft PlayStation 2 It result collaboration Square The Walt Disney Company The game combines characters settings Disneys animated features Final Fantasy series developed Square Kingdom Hearts departure Squares standard roleplaying games introducing substantial actionadventure element In addition allstar voice cast included many Disney characters official voice actors Kingdom Hearts longtime Square character designer Tetsuya Nomuras first time directorial position The game uses experience based progression system experience gained defeating foes Experience gained rises relation strength foe consistent enemy course game Levels gained experience provide increases stat attributes strength defence magic hit points magic points ability points new predetermined ability unlocked approximately every four levels,3.6,5
Titanfall 2 deliver crafted experience explores unique bond man machine Playable offline single player campaign Titanfall 2 let fans step onto Frontier Militia rifleman aspirations becoming elite Pilot Stranded behind enemy lines facing overwhelming odds players must team veteran Titan uphold mission never meant carry,4.1,0
In future humans left Earth settled throughout galaxy On Mars Union Aerospace Corporation established radioactive waste facility allowed military conduct teleportation experiments nearby moons Deimos Phobos Hours ago base Mars began receiving incoherent distress messages Phobos Deimos disappeared completely With attempts establish contact failing team dispatched investigate Upon arrival secure perimeter rest team enters facility As stand guard radio crackles sound gunfire cracking bones bloodcurdling screams eventually falls silent Alone way planet means defend trusty pistol theres one way complex death horrors await within If plan get alive must fend hordes demonic imps haunting spectres undead former comrades waiting tear limb limb So grab nearest shotgun blast way fragging madness,4.0,0
Previously unreleased outside Japan RPG game Live Live releasing Nintendo Switch system HD2D style Seven different stories featuring different protagonists time periods gameplay styles await In The Wild West wanderer bounty head fights life In Twilight Edo Japan shinobi undertakes secret mission Experience tales order choosethe adventure control What stories uncover horizon,4.1,1
The Last Us Remastered updated release PS3 game The Last Us It identical PS3 version runs 18p resolution incorporates character models higher resolution There also improved shadows lighting upgraded textures 6 frames per second types improvements In addition base game two map packs expansion The Last Us Left Behind included,4.3,5
Sonic Hedgehog 2D sidescrolling platformer whose gameplay centers around Sonics ability run high speed levels incorporating springs slopes high falls looptheloops The levels contain hazards form robots badniks Western game manuals Dr Robotnik trapped animals Although destroying robot frees animal within required complete game The player must avoid rows sharp spikes falling bottomless pits crushed moving walls platforms drowning avoided breathing air bubbles periodically released vents Sonics main attack spin curls ball rotates rapidly damaging enemies obstacles This performed jumping air rolling ground Scattered around level map gold rings collecting 1 rings rewards player extra life Rings layer protection hazards Sonic least one ring collides enemy survive However rings scattered flicker disappear seconds picked If Sonic hit without rings loses life Although shields temporary invincibility may collected provide additional protection certain hazards drowning crushed falling bottomless pit running time cost Sonic life regardless rings protection The game divided six zones Green Hill Marble Spring Yard Labyrinth Star Light Scrap Brain visual style enemies A player must navigate zone subdivided three acts progress At end zones third act player confronts Dr Robotnik pilots different vehicle time boss fight After sixth zone player continues directly Final Zone last encounter Robotnik They begin three lives powerups rings add lost Sonic collides hazardous enemies objects without rings falls offscreen exceeds acts tenminute time limit Lampposts acting checkpoints allow Sonic return mostrecently activated post loses life If loses life result time running another life timer reset returns checkpoint If lives lost point game game screen appear player return beginning act three lives continues When Sonic reaches end act one act two zone least fifty rings large ring appears jump enter Special Stage Secret Zone original Genesis manual In six Special Stages Sonic bounces bumpers walls rotating maze spin attack Although player earns continue 5 rings found main goal obtain Chaos Emerald end maze without colliding goal block ends level,3.1,4
Rocket League highpowered hybrid arcadestyle soccer vehicular mayhem easytounderstand controls fluid physicsdriven competition Rocket League includes casual competitive Online Matches fullyfeatured offline Season Mode special Mutators let change rules entirely hockey basketballinspired Extra Modes 5 trillion possible cosmetic customization combinations,3.4,5
Batman Arkham Knight brings awardwinning Arkham trilogy Rocksteady Studios epic conclusion Developed exclusively NewGen platforms Batman Arkham Knight introduces Rocksteadys uniquely designed version Batmobile The highly anticipated addition legendary vehicle combined acclaimed gameplay Arkham series offers gamers ultimate complete Batman experience tear streets soar across skyline entirety Gotham City In explosive finale Batman faces ultimate threat city sworn protect Scarecrow returns unite super criminals Gotham destroy Batman forever,3.7,1
